Coordinates,Y,X,Type
"40.733264335773, -73.99563829135",40.73326434,-73.99563829,A
"40.740209371196, -73.992113449607",40.74020937,-73.99211345,A
"40.733252056284, -73.99688484799",40.73325206,-73.99688485,A
"40.742117511454, -74.000761562027",40.74211751,-74.00076156,A
"40.736399041832, -74.000586883165",40.73639904,-74.00058688,A
"40.735663865104, -74.000530389138",40.73566387,-74.00053039,A
"40.732656144878, -73.99722330924",40.73265614,-73.99722331,A
"40.733348741538, -73.999041846953",40.73334874,-73.99904185,A
"40.737110078678, -74.000302233733",40.73711008,-74.00030223,A
"40.738928616391, -73.996386962941",40.73892862,-73.99638696,A
"40.745814056483, -74.003630100751",40.74581406,-74.0036301,A
"40.738492966973, -73.997450626454",40.73849297,-73.99745063,A
"40.743710492153, -73.992613849227",40.74371049,-73.99261385,A
"40.738160247327, -73.996506405061",40.73816025,-73.99650641,A
"40.738379601733, -73.99510495085",40.7383796,-73.99510495,A
"40.744362771858, -74.005634129981",40.74436277,-74.00563413,A
"40.736488728196, -73.993285994042",40.73648873,-73.99328599,A
"40.738946805121, -73.999358850531",40.73894681,-73.99935885,A
"40.733012878677, -73.995821855029",40.73301288,-73.99582186,A
"40.737986951479, -73.998259228653",40.73798695,-73.99825923,A
"40.740159247415, -74.002252115869",40.74015925,-74.00225212,A
"40.738372644753, -74.001490536147",40.73837264,-74.00149054,A
"40.732415500438, -73.998961799778",40.7324155,-73.9989618,A
"40.740734790797, -74.002763328144",40.74073479,-74.00276333,A
"40.736488728196, -73.993285994042",40.73648873,-73.99328599,A
"40.742233600813, -73.998909915797",40.7422336,-73.99890992,A
"40.737142055639, -73.996386711484",40.73714206,-73.99638671,A
"40.732057006439, -74.000055721961",40.73205701,-74.00005572,A
"40.737986658112, -73.996096027082",40.73798666,-73.99609603,A
"40.739764040681, -73.99837121088",40.73976404,-73.99837121,A
"40.740184057849, -74.001340248623",40.74018406,-74.00134025,A
"40.736426157288, -73.998822492547",40.73642616,-73.99882249,A
"40.74373840389, -74.006112233738",40.7437384,-74.00611223,A
"40.744359209549, -73.996324936858",40.74435921,-73.99632494,A
"40.744920419876, -74.006991160105",40.74492042,-74.00699116,A
"40.74081416742, -73.997237055561",40.74081417,-73.99723706,A
"40.738492966973, -73.997450626454",40.73849297,-73.99745063,A
"40.739702475602, -73.998366181738",40.73970248,-73.99836618,A
"40.735627236187, -73.996778984553",40.73562724,-73.99677898,A
"40.739971953789, -74.000991226174",40.73997195,-74.00099123,A
"40.74043153354, -74.000097044744",40.74043153,-74.00009704,A
"40.739280530596, -74.00146689918",40.73928053,-74.0014669,A
"40.735914148733, -73.997584066353",40.73591415,-73.99758407,A
"40.7448941007, -74.005079667086",40.7448941,-74.00507967,A
"40.742683541376, -73.999838211574",40.74268354,-73.99983821,A
"40.737110078678, -74.000302233733",40.73711008,-74.00030223,A
"40.737247499981, -73.99450681824",40.7372475,-73.99450682,A
"40.742902686234, -73.994968409648",40.74290269,-73.99496841,A
"40.743997530427, -73.997379547915",40.74399753,-73.99737955,A
"40.739873382607, -73.99318314809",40.73987338,-73.99318315,A
"40.739716096194, -74.000267448835",40.7397161,-74.00026745,A
"40.73968074517, -74.002493797404",40.73968075,-74.0024938,A
"40.740868642595, -73.993913608357",40.74086864,-73.99391361,A
"40.737247499981, -73.99450681824",40.7372475,-73.99450682,A
"40.733012878677, -73.995821855029",40.73301288,-73.99582186,A
"40.739157023253, -73.997054749167",40.73915702,-73.99705475,A
"40.741272783252, -74.00195422303",40.74127278,-74.00195422,A
"40.739559647972, -74.002127560788",40.73955965,-74.00212756,A
"40.744920419876, -74.006991160105",40.74492042,-74.00699116,A
"40.74092585628, -74.001611487009",40.74092586,-74.00161149,A
"40.740194912413, -73.999536714516",40.74019491,-73.99953671,A
"40.739554535011, -73.999894537963",40.73955454,-73.99989454,A
"40.742120612758, -73.996815194374",40.74212061,-73.99681519,A
"40.733012878677, -73.995821855029",40.73301288,-73.99582186,A
"40.738223865972, -73.999957737513",40.73822387,-73.99995774,A
"40.743156322624, -73.995540139263",40.74315632,-73.99554014,A
"40.743870921779, -73.999019634909",40.74387092,-73.99901963,A
"40.739147090697, -74.001151152887",40.73914709,-74.00115115,A
"40.745651405652, -74.003249059433",40.74565141,-74.00324906,A
"40.747295390231, -74.001234552824",40.74729539,-74.00123455,A
"40.748488721786, -74.005999664779",40.74848872,-74.00599966,A
"40.74373840389, -74.006112233738",40.7437384,-74.00611223,A
"40.739764040681, -73.99837121088",40.73976404,-73.99837121,A
"40.737042813905, -73.994026619007",40.73704281,-73.99402662,A
"40.736488728196, -73.993285994042",40.73648873,-73.99328599,A
"40.742299356843, -74.00270566065",40.74229936,-74.00270566,A
"40.744610457097, -73.994888194834",40.74461046,-73.99488819,A
"40.741625661376, -73.995634435674",40.74162566,-73.99563444,A
"40.742316444683, -73.998880254271",40.74231644,-73.99888025,A
"40.735649993054, -73.994947203433",40.73564999,-73.9949472,A
"40.742684463385, -73.994457700287",40.74268446,-73.9944577,A
"40.748488721786, -74.005999664779",40.74848872,-74.00599966,A
"40.740864961753, -74.001656497829",40.74086496,-74.0016565,A
"40.748040289966, -74.005083187486",40.74804029,-74.00508319,A
"40.743094925183, -73.997323975897",40.74309493,-73.99732398,A
"40.743656847972, -74.000336012803",40.74365685,-74.00033601,A
"40.745834501535, -73.997868049629",40.7458345,-73.99786805,A
"40.745834501535, -73.997868049629",40.7458345,-73.99786805,A
"40.736195990227, -73.998116736299",40.73619599,-73.99811674,A
"40.742020993839, -73.994796748271",40.74202099,-73.99479675,A
"40.748040289966, -74.005083187486",40.74804029,-74.00508319,A
"40.748488721786, -74.005999664779",40.74848872,-74.00599966,A
"40.732702035798, -73.996044478377",40.73270204,-73.99604448,A
"40.742532667118, -73.995858064851",40.74253267,-73.99585806,A
"40.745834501535, -73.997868049629",40.7458345,-73.99786805,A
"40.744105824616, -73.997782466001",40.74410582,-73.99778247,A
"40.739500387916, -73.99411814939",40.73950039,-73.99411815,A
"40.745834501535, -73.997868049629",40.7458345,-73.99786805,A
"40.728736431677, -73.997309978119",40.72873643,-73.99730998,A
"40.725226132537, -73.994728519579",40.72522613,-73.99472852,A
"40.721276705489, -73.996788120827",40.72127671,-73.99678812,A
"40.721160197035, -73.994733213445",40.7211602,-73.99473321,A
"40.724398587236, -74.004057074899",40.72439859,-74.00405707,A
"40.721096567504, -73.996528016472",40.72109657,-73.99652802,A
"40.725870030339, -74.001748028212",40.72587003,-74.00174803,A
"40.724520418199, -74.003950960005",40.72452042,-74.00395096,A
"40.723459772171, -73.994683592578",40.72345977,-73.99468359,A
"40.72495749254, -73.998285631648",40.72495749,-73.99828563,A
"40.721000940875, -73.995963676831",40.72100094,-73.99596368,A
"40.721000940875, -73.995963676831",40.72100094,-73.99596368,A
"40.723360572347, -73.993838948195",40.72336057,-73.99383895,A
"40.72338454459, -73.995828309094",40.72338454,-73.99582831,A
"40.728206653487, -73.994419311171",40.72820665,-73.99441931,A
"40.728007499468, -73.995703083461",40.7280075,-73.99570308,A
"40.729412725535, -73.998862138949",40.72941273,-73.99886214,A
"40.72440349065, -73.994285116901",40.72440349,-73.99428512,A
"40.725765340368, -73.994280925949",40.72576534,-73.99428093,A
"40.723795551212, -73.993730737825",40.72379555,-73.99373074,A
"40.722080362366, -73.996648562139",40.72208036,-73.99664856,A
"40.727645904165, -74.002784785816",40.7276459,-74.00278479,A
"40.72143763803, -73.993692767803",40.72143764,-73.99369277,A
"40.725174877199, -74.003309995869",40.72517488,-74.00331,A
"40.725375456142, -73.992874274958",40.72537546,-73.99287427,A
"40.722519029268, -73.996060823089",40.72251903,-73.99606082,A
"40.726897106844, -73.992910149504",40.72689711,-73.99291015,A
"40.724431570025, -74.002949406394",40.72443157,-74.00294941,A
"40.728684715335, -74.00013803225",40.72868472,-74.00013803,A
"40.723580177178, -74.000628459519",40.72358018,-74.00062846,A
"40.725677288475, -74.001979536378",40.72567729,-74.00197954,A
"40.722204707899, -73.997154242358",40.72220471,-73.99715424,A
"40.723455120215, -73.996595085597",40.72345512,-73.99659509,A
"40.721623632462, -73.997743993065",40.72162363,-73.99774399,A
"40.723548452707, -73.993767199104",40.72354845,-73.9937672,A
"40.724490369076, -74.002971618438",40.72449037,-74.00297162,A
"40.726709897037, -73.996138439512",40.7267099,-73.99613844,A
"40.728610116396, -73.995188434606",40.72861012,-73.99518843,A
"40.725781685079, -73.99241788033",40.72578169,-73.99241788,A
"40.722667053678, -74.000268622302",40.72266705,-74.00026862,A
"40.731194609092, -74.000050868774",40.73119461,-74.00005087,A
"40.728210509162, -73.99981172476",40.72821051,-73.99981172,A
"40.729438793254, -74.000991812908",40.72943879,-74.00099181,A
"40.723878322506, -73.996334156951",40.72387832,-73.99633416,A
"40.724168462085, -73.99438385572",40.72416846,-73.99438386,A
"40.724598369899, -74.003955905328",40.72459837,-74.00395591,A
"40.730847288263, -74.000911681913",40.73084729,-74.00091168,A
"40.730074183424, -74.000375156291",40.73007418,-74.00037516,A
"40.72208861854, -73.998433991335",40.72208862,-73.99843399,A
"40.723459772171, -73.994683592578",40.72345977,-73.99468359,A
"40.726709897037, -73.996138439512",40.7267099,-73.99613844,A
"40.72225395158, -73.995231014674",40.72225395,-73.99523101,A
"40.726442388597, -73.999197582714",40.72644239,-73.99919758,A
"40.724593801761, -73.997503600082",40.7245938,-73.9975036,A
"40.729328864594, -74.001568320208",40.72932886,-74.00156832,A
"40.724593801761, -73.997503600082",40.7245938,-73.9975036,A
"40.725372941571, -73.992644359354",40.72537294,-73.99264436,A
"40.722512952389, -73.997034967876",40.72251295,-73.99703497,A
"40.717122843823, -74.004662835041",40.71712284,-74.00466284,A
"40.718873655758, -74.010771733714",40.71887366,-74.01077173,A
"40.719018411226, -74.003477969208",40.71901841,-74.00347797,A
"40.717305275946, -74.005055862481",40.71730528,-74.00505586,A
"40.724709430116, -74.006076862107",40.72470943,-74.00607686,A
"40.715874065978, -74.003608643079",40.71587407,-74.00360864,A
"40.715874065978, -74.003608643079",40.71587407,-74.00360864,A
"40.725208823907, -74.007681493651",40.72520882,-74.00768149,A
"40.721041886472, -74.002656794154",40.72104189,-74.00265679,A
"40.718873655758, -74.010771733714",40.71887366,-74.01077173,A
"40.719496556893, -73.996257630175",40.71949656,-73.99625763,A
"40.717575089409, -74.002124375665",40.71757509,-74.00212438,A
"40.719026290215, -73.999944829382",40.71902629,-73.99994483,A
"40.718071842901, -73.997626562602",40.71807184,-73.99762656,A
"40.724484292196, -74.006575501527",40.72448429,-74.0065755,A
"40.717575089409, -74.002124375665",40.71757509,-74.00212438,A
"40.719920597374, -74.00798718166",40.7199206,-74.00798718,A
"40.715874065978, -74.003608643079",40.71587407,-74.00360864,A
"40.718344841487, -74.003842162901",40.71834484,-74.00384216,A
"40.717076575717, -74.009521069941",40.71707658,-74.00952107,A
"40.725208823907, -74.007681493651",40.72520882,-74.00768149,A
"40.71907088194, -73.996663733384",40.71907088,-73.99666373,A
"40.717122843823, -74.004662835041",40.71712284,-74.00466284,A
"40.719790174961, -74.007127868946",40.71979017,-74.00712787,A
"40.718919462859, -73.997528410516",40.71891946,-73.99752841,A
"40.720008272082, -74.008907849905",40.72000827,-74.00890785,A
"40.722127384842, -74.010098666889",40.72212738,-74.01009867,A
"40.721550500356, -74.004433087075",40.7215505,-74.00443309,A
"40.72549533937904, -74.00535615738137",40.72549534,-74.00535616,A
"40.719443918541, -74.002598791384",40.71944392,-74.00259879,A
"40.723751210945, -74.010309890849",40.72375121,-74.01030989,A
"40.717547345309, -74.010653213603",40.71754735,-74.01065321,A
"40.723456670867, -74.006125728603",40.72345667,-74.00612573,A
"40.718873655758, -74.010771733714",40.71887366,-74.01077173,A
"40.724327760155, -74.005447213541",40.72432776,-74.00544721,A
"40.721412869506, -74.001293058508",40.72141287,-74.00129306,A
"40.717076575717, -74.009521069941",40.71707658,-74.00952107,A
"40.72143851813, -74.009257626724",40.72143852,-74.00925763,A
"40.719149588011, -74.003630268389",40.71914959,-74.00363027,A
"40.725208823907, -74.007681493651",40.72520882,-74.00768149,A
"40.71694741059, -74.003968897278",40.71694741,-74.0039689,A
"40.719573460854, -74.006877250041",40.71957346,-74.00687725,A
"40.725208823907, -74.007681493651",40.72520882,-74.00768149,A
"40.725208823907, -74.007681493651",40.72520882,-74.00768149,A
"40.720154201016, -74.010780283255",40.7201542,-74.01078028,A
"40.722252442838, -74.003822800705",40.72225244,-74.0038228,A
"40.719247823916, -74.008033701222",40.71924782,-74.0080337,A
"40.718873655758, -74.010771733714",40.71887366,-74.01077173,A
"40.718551162034, -74.004282799551",40.71855116,-74.0042828,A
"40.719499951564, -73.997909870929",40.71949995,-73.99790987,A
"40.717134620397, -74.004557893614",40.71713462,-74.00455789,A
"40.718559669665, -74.004170984963",40.71855967,-74.00417098,A
"40.7161604337, -74.004218594173",40.71616043,-74.00421859,A
"40.724492213095, -74.006113742481",40.72449221,-74.00611374,A
"40.722131282427, -74.000481774099",40.72213128,-74.00048177,A
"40.719256583005, -74.003860938365",40.71925658,-74.00386094,A
"40.721834185869, -74.004186407665",40.72183419,-74.00418641,A
"40.715874065978, -74.003608643079",40.71587407,-74.00360864,A
"40.716930395326, -74.005873517136",40.7169304,-74.00587352,A
"40.715874065978, -74.003608643079",40.71587407,-74.00360864,A
"40.723278178239, -74.009531463501",40.72327818,-74.00953146,A
"40.720832925626, -73.999483657069",40.72083293,-73.99948366,A
"40.715874065978, -74.003608643079",40.71587407,-74.00360864,A
"40.714086164122, -73.998737835325",40.71408616,-73.99873784,A
"40.718657151199, -73.995409381574",40.71865715,-73.99540938,A
"40.720366179347, -74.00108686369",40.72036618,-74.00108686,A
"40.72043696452, -73.99661729764",40.72043696,-73.9966173,A
"40.717122843823, -74.004662835041",40.71712284,-74.00466284,A
"40.719194766469, -74.004556720147",40.71919477,-74.00455672,A
"40.718572703525, -73.995020042171",40.7185727,-73.99502004,A
"40.717161693944, -74.00461623166",40.71716169,-74.00461623,A
"40.719308425076, -73.997175197116",40.71930843,-73.9971752,A
"40.71870300021, -74.00798885804",40.718703,-74.00798886,A
"40.718372711315, -74.007372201424",40.71837271,-74.0073722,A
"40.716607073372096, -74.00480908209045",40.71660707,-74.00480908,A
"40.721366391853, -74.009064423856",40.72136639,-74.00906442,A
"40.720832925626, -73.999483657069",40.72083293,-73.99948366,A
"40.720832925626, -73.999483657069",40.72083293,-73.99948366,A
"40.71720444165, -74.004708348776",40.71720444,-74.00470835,A
"40.716464612967, -74.004868275488",40.71646461,-74.00486828,A
"40.737585584045, -74.008861162704",40.73758558,-74.00886116,A
"40.732641392729, -74.008873148825",40.73264139,-74.00887315,A
"40.732605392454, -74.00505167153",40.73260539,-74.00505167,A
"40.736769899138, -74.004440044055",40.7367699,-74.00444004,A
"40.734615163288, -74.003094413319",40.73461516,-74.00309441,A
"40.736686792568, -74.004976904953",40.73668679,-74.0049769,A
"40.736686792568, -74.004976904953",40.73668679,-74.0049769,A
"40.732725672765, -74.004488156179",40.73272567,-74.00448816,A
"40.73811494314, -74.00846847054",40.73811494,-74.00846847,A
"40.734920180745, -74.007710662674",40.73492018,-74.00771066,A
"40.727386065166, -74.008338802498",40.72738607,-74.0083388,A
"40.735798604198, -74.001373105683",40.7357986,-74.00137311,A
"40.733835311017, -74.005503791387",40.73383531,-74.00550379,A
"40.732406154616, -74.001775520855",40.73240615,-74.00177552,A
"40.736637297429, -74.004938096742",40.7366373,-74.0049381,A
"40.732005332006, -74.007772940215",40.73200533,-74.00777294,A
"40.733060810844, -74.001886290798",40.73306081,-74.00188629,A
"40.737576405861, -74.007563560273",40.73757641,-74.00756356,A
"40.733955172232, -74.00472704042",40.73395517,-74.00472704,A
"40.732005332006, -74.007772940215",40.73200533,-74.00777294,A
"40.735270292841, -74.005348809997",40.73527029,-74.00534881,A
"40.736806863331, -74.003843336368",40.73680686,-74.00384334,A
"40.738361245365, -74.005522650669",40.73836125,-74.00552265,A
"40.730466288855, -74.002099984326",40.73046629,-74.00209998,A
"40.736934603535, -74.007668920796",40.7369346,-74.00766892,A
"40.732033034196, -74.003423654476",40.73203303,-74.00342365,A
"40.735661213372, -74.002062791306",40.73566121,-74.00206279,A
"40.735667008318, -74.002224287951",40.73566701,-74.00222429,A
"40.739408228891, -74.003783070484",40.73940823,-74.00378307,A
"40.73285513126, -74.004260168413",40.73285513,-74.00426017,A
"40.737119214953, -74.002025385388",40.73711921,-74.00202539,A
"40.735131530433, -74.0014114948",40.73513153,-74.00141149,A
"40.737223066733, -74.00511914585",40.73722307,-74.00511915,A
"40.732733593664, -74.004645316864",40.73273359,-74.00464532,A
"40.73299967718, -74.00695528556",40.73299968,-74.00695529,A
"40.732641392729, -74.008873148825",40.73264139,-74.00887315,A
"40.737518654548, -74.006925026889",40.73751865,-74.00692503,A
"40.732111991724, -74.005224674011",40.73211199,-74.00522467,A
"40.734060281298, -74.004408863375",40.73406028,-74.00440886,A
"40.737523599871, -74.004742044026",40.7375236,-74.00474204,A
"40.734060281298, -74.004408863375",40.73406028,-74.00440886,A
"40.736548197799, -74.00200795103",40.7365482,-74.00200795,A
"40.73415709228, -74.003434970045",40.73415709,-74.00343497,A
"40.733166518963, -74.003261045554",40.73316652,-74.00326105,A
"40.734332735061, -74.006154813807",40.73433274,-74.00615481,A
"40.735391034156, -74.003264230678",40.73539103,-74.00326423,A
"40.727752102878, -74.003896980548",40.7277521,-74.00389698,A
"40.733786109245, -74.001803432592",40.73378611,-74.00180343,A
"40.731292241593, -74.00361719262",40.73129224,-74.00361719,A
"40.734562524936, -74.001014024951",40.73456252,-74.00101402,A
"40.735667008318, -74.002224287951",40.73566701,-74.00222429,A
"40.735335923142, -74.008350872439",40.73533592,-74.00835087,A
"40.729545159605, -74.002986454406",40.72954516,-74.00298645,A
"40.734216897159, -74.003407393584",40.7342169,-74.00340739,A
"40.734713022008, -74.006149700846",40.73471302,-74.0061497,A
"40.732912756844, -74.00575197954",40.73291276,-74.00575198,A
"40.732738161801, -74.008344166916",40.73273816,-74.00834417,A
"40.731251715092, -74.003743843177",40.73125172,-74.00374384,A
"40.735092219308, -74.006558905359",40.73509222,-74.00655891,A
"40.738723469311, -74.005275133068",40.73872347,-74.00527513,A
"40.735437134623, -74.009041289803",40.73543713,-74.00904129,A
"40.733196274719, -74.00537194405",40.73319627,-74.00537194,A
"40.734996875159, -74.000191927888",40.73499688,-74.00019193,A
"40.734562524936, -74.001014024951",40.73456252,-74.00101402,A
"40.731400410054, -74.002271813342",40.73140041,-74.00227181,A
"40.731665026737, -74.001536552795",40.73166503,-74.00153655,A
"40.729102134113, -74.004367875869",40.72910213,-74.00436788,A
"40.730194212278, -74.005222075621",40.73019421,-74.00522208,A
"40.733689884997, -74.006838022734",40.73368988,-74.00683802,A
"40.734235924079, -74.007707309913",40.73423592,-74.00770731,A
"40.733200633308, -74.002267287114",40.73320063,-74.00226729,A
"40.738781933085, -74.008848841306",40.73878193,-74.00884884,A
"40.727003766562, -74.003811820412",40.72700377,-74.00381182,A
"40.738781933085, -74.008848841306",40.73878193,-74.00884884,A
"40.738114398317, -74.008695201021",40.7381144,-74.0086952,A
"40.731641264042, -74.00593378302",40.73164126,-74.00593378,A
"40.734713022008, -74.006149700846",40.73471302,-74.0061497,A
"40.729102134113, -74.004367875869",40.72910213,-74.00436788,A
"40.727212350223, -74.006509368311",40.72721235,-74.00650937,A
"40.732005332006, -74.007772940215",40.73200533,-74.00777294,A
"40.730780107309, -74.004388998265",40.73078011,-74.004389,A
"40.731951520188, -74.009355527353",40.73195152,-74.00935553,A
"40.733354189775, -74.004689489493",40.73335419,-74.00468949,A
"40.735179977834, -74.001091557555",40.73517998,-74.00109156,A
"40.736882677645, -74.003293064424",40.73688268,-74.00329306,A
"40.730146686886, -74.005189134742",40.73014669,-74.00518913,A
"40.737155969598, -74.005796906541",40.73715597,-74.00579691,A
"40.727386065166, -74.008338802498",40.72738607,-74.0083388,A
"40.733293211429, -74.005095425064",40.73329321,-74.00509543,A
"40.738781933085, -74.008848841306",40.73878193,-74.00884884,A
"40.734896040864, -74.001532278024",40.73489604,-74.00153228,A
"40.728396168318, -74.003438155168",40.72839617,-74.00343816,A
"40.728396168318, -74.003438155168",40.72839617,-74.00343816,A
"40.731622488579, -74.004787809218",40.73162249,-74.00478781,A
"40.735815242276, -74.006361176263",40.73581524,-74.00636118,A
"40.730626508934, -74.003794134596",40.73062651,-74.00379413,A
"40.737045202747, -74.001409566962",40.7370452,-74.00140957,A
"40.733835311017, -74.005503791387",40.73383531,-74.00550379,A
"40.73522708413, -74.000779834576",40.73522708,-74.00077983,A
"40.738781933085, -74.008848841306",40.73878193,-74.00884884,A
"40.728447591294, -74.003397419119",40.72844759,-74.00339742,A
"40.749710426084, -73.981593993484",40.74971043,-73.98159399,A
"40.741657638336, -73.983161828473",40.74165764,-73.98316183,A
"40.741139301444, -73.978833916587",40.7411393,-73.97883392,A
"40.74183655006, -73.983098545104",40.74183655,-73.98309855,A
"40.741139301444, -73.978833916587",40.7411393,-73.97883392,A
"40.744153224278, -73.98560414742",40.74415322,-73.98560415,A
"40.744305942554, -73.978793264357",40.74430594,-73.97879326,A
"40.744830691602, -73.985656282858",40.74483069,-73.98565628,A
"40.744084534582, -73.978262689886",40.74408453,-73.97826269,A
"40.745170913052, -73.978947407556",40.74517091,-73.97894741,A
"40.742520471449, -73.978236873624",40.74252047,-73.97823687,A
"40.748657491407, -73.973515096108",40.74865749,-73.9735151,A
"40.744830649693, -73.978146935803",40.74483065,-73.97814694,A
"40.74344839004, -73.983857861712",40.74344839,-73.98385786,A
"40.746907391933, -73.976861738589",40.74690739,-73.97686174,A
"40.749141169129, -73.980412731869",40.74914117,-73.98041273,A
"40.746618970645, -73.980147947548",40.74661897,-73.98014795,A
"40.744473706346, -73.975222238328",40.74447371,-73.97522224,A
"40.743504339244, -73.972774890239",40.74350434,-73.97277489,A
"40.741125136028, -73.980709702699",40.74112514,-73.9807097,A
"40.742105651061, -73.977797997174",40.74210565,-73.977798,A
"40.744940201167, -73.986051908688",40.7449402,-73.98605191,A
"40.745973312643, -73.978605677364",40.74597331,-73.97860568,A
"40.7474833125, -73.982195478856",40.74748331,-73.98219548,A
"40.744232475173, -73.980553547843",40.74423248,-73.98055355,A
"40.745178498675, -73.976869869035",40.7451785,-73.97686987,A
"40.745178498675, -73.976869869035",40.7451785,-73.97686987,A
"40.743504339244, -73.972774890239",40.74350434,-73.97277489,A
"40.744209466849, -73.980354729099",40.74420947,-73.98035473,A
"40.745547470052, -73.972176757628",40.74554747,-73.97217676,A
"40.741583500403, -73.975995217439",40.7415835,-73.97599522,A
"40.747201890101, -73.971067748019",40.74720189,-73.97106775,A
"40.741617782387, -73.981151261358",40.74161778,-73.98115126,A
"40.743504339244, -73.972774890239",40.74350434,-73.97277489,A
"40.747289313351, -73.972187151188",40.74728931,-73.97218715,A
"40.749145527719, -73.976398722258",40.74914553,-73.97639872,A
"40.745178498675, -73.976869869035",40.7451785,-73.97686987,A
"40.744078248154, -73.983404316932",40.74407825,-73.98340432,A
"40.743504339244, -73.972774890239",40.74350434,-73.97277489,A
"40.743592558775, -73.986003796564",40.74359256,-73.9860038,A
"40.745547470052, -73.972176757628",40.74554747,-73.97217676,A
"40.74548531824, -73.985314049751",40.74548532,-73.98531405,A
"40.747529664425, -73.985200642601",40.74752966,-73.98520064,A
"40.74280352832, -73.98086543846",40.74280353,-73.98086544,A
"40.742094712677, -73.97918084356",40.74209471,-73.97918084,A
"40.747201890101, -73.971067748019",40.74720189,-73.97106775,A
"40.745848506105, -73.978449690146",40.74584851,-73.97844969,A
"40.741618494849, -73.981887276276",40.74161849,-73.98188728,A
"40.744940201167, -73.986051908688",40.7449402,-73.98605191,A
"40.744070578713, -73.974257565091",40.74407058,-73.97425757,A
"40.743447007026, -73.984446438953",40.74344701,-73.98444644,A
"40.748685486963, -73.973437563504",40.74868549,-73.97343756,A
"40.744182770487, -73.980290272264",40.74418277,-73.98029027,A
"40.742975022058, -73.983312451273",40.74297502,-73.98331245,A
"40.743504339244, -73.972774890239",40.74350434,-73.97277489,A
"40.744182770487, -73.980290272264",40.74418277,-73.98029027,A
"40.744361640301, -73.987493260758",40.74436164,-73.98749326,A
"40.746907391933, -73.976861738589",40.74690739,-73.97686174,A
"40.751731931582, -73.982144516884",40.75173193,-73.98214452,A
"40.741775697443, -73.980329248114",40.7417757,-73.98032925,A
"40.740386816086, -73.979034830806",40.74038682,-73.97903483,A
"40.74164347292, -73.976136787783",40.74164347,-73.97613679,A
"40.751731931582, -73.982144516884",40.75173193,-73.98214452,A
"40.744951307189, -73.974293104361",40.74495131,-73.9742931,A
"40.744830649693, -73.978146935803",40.74483065,-73.97814694,A
"40.743504339244, -73.972774890239",40.74350434,-73.97277489,A
"40.74280352832, -73.98086543846",40.74280353,-73.98086544,A
"40.745973312643, -73.978605677364",40.74597331,-73.97860568,A
"40.748620108119, -73.979010774744",40.74862011,-73.97901077,A
"40.743845943708, -73.975720793929",40.74384594,-73.97572079,A
"40.74722795782, -73.973797733883",40.74722796,-73.97379773,A
"40.748657491407, -73.973515096108",40.74865749,-73.9735151,A
"40.747601581154, -73.978531413702",40.74760158,-73.97853141,A
"40.744182770487, -73.980290272264",40.74418277,-73.98029027,A
"40.743775074716, -73.975694139477",40.74377507,-73.97569414,A
"40.745293666024, -73.976994256478",40.74529367,-73.97699426,A
"40.754714128913, -73.972083047951",40.75471413,-73.97208305,A
"40.748935351497, -73.972236185322",40.74893535,-73.97223619,A
"40.751176756225, -73.969340908327",40.75117676,-73.96934091,A
"40.752876899556, -73.969552970477",40.7528769,-73.96955297,A
"40.752876899556, -73.969552970477",40.7528769,-73.96955297,A
"40.7537759844, -73.969723709845",40.75377598,-73.96972371,A
"40.752768773005, -73.971217029715",40.75276877,-73.97121703,A
"40.752419960104, -73.967453303732",40.75241996,-73.9674533,A
"40.752706244007, -73.967247360371",40.75270624,-73.96724736,A
"40.751755736187, -73.968947126516",40.75175574,-73.96894713,A
"40.754714128913, -73.972083047951",40.75471413,-73.97208305,A
"40.754024968834, -73.968398195677",40.75402497,-73.9683982,A
"40.74813261663, -73.971116446876",40.74813262,-73.97111645,A
"40.753139839858, -73.97031362819",40.75313984,-73.97031363,A
"40.752310492449, -73.974131752725",40.75231049,-73.97413175,A
"40.753147970304, -73.980150126843",40.75314797,-73.98015013,A
"40.751277758158, -73.97153948153",40.75127776,-73.97153948,A
"40.752310492449, -73.974131752725",40.75231049,-73.97413175,A
"40.750171598396, -73.968876467072",40.7501716,-73.96887647,A
"40.74813261663, -73.971116446876",40.74813262,-73.97111645,A
"40.750728366315, -73.970244309851",40.75072837,-73.97024431,A
"40.756729767079, -73.994566832667",40.75672977,-73.99456683,A
"40.756362765448, -73.997382313943",40.75636277,-73.99738231,A
"40.754547496678, -73.995130683293",40.7545475,-73.99513068,A
"40.756362765448, -73.997382313943",40.75636277,-73.99738231,A
"40.756362765448, -73.997382313943",40.75636277,-73.99738231,A
"40.756093287261, -73.994287966748",40.75609329,-73.99428797,A
"40.75517580414, -73.992815769274",40.7551758,-73.99281577,A
"40.756757511178, -73.998319326899",40.75675751,-73.99831933,A
"40.749965361669, -73.983502804294",40.74996536,-73.9835028,A
"40.756757511178, -73.998319326899",40.75675751,-73.99831933,A
"40.756604792903, -73.993979345073",40.75660479,-73.99397935,A
"40.755566694194, -73.998483276925",40.75556669,-73.99848328,A
"40.751541201375, -73.986108402715",40.7515412,-73.9861084,A
"40.751507128939, -73.984036647707",40.75150713,-73.98403665,A
"40.767736421324, -73.983225195661",40.76773642,-73.9832252,A
"40.765339490383, -73.981611427842",40.76533949,-73.98161143,A
"40.768629471198, -73.989521681326",40.76862947,-73.98952168,A
